price,area,area_unit,city,location,property_type,bedrooms,bathrooms,built_in_year,parking_spaces,servant_quarters,store_rooms,kitchens,drawing_rooms,listing_url
5.5 Crore,10,Marla,Islamabad,Top City 1,House,Bathrooms: 6,Servant Quarters: 1,2026,,1,,2,,https://www.zameen.com/Property/islamabad_top_city_1_topcity-1_10_marla_park_facing_designer_house_for_sale-54159221-1383-1.html
1.5 Crore,6.2,Marla,Islamabad,,House,3,Servant Quarters,2024,Lobby in Building,Drawing Room,Steam Room,3,,https://www.zameen.com/Property/dha_defence_phase_2_al-ghurair_giga_3_bed_apartment_available_for_sale_al_ghurair_giga_defence_residency_dha_phase_2_gate_2_islamabad-54287513-15113-1.html
96 Lakh,1.7,Marla,Islamabad,"Islamabad - Murree Expressway, IslamabadInstallmentsPKR2.4 Lakh/month1.7 Marla",House,Bathrooms: 1,Drawing Room,2026,Double Glazed Windows,,,1,,https://www.zameen.com/Property/islamabad_islamabad_-_murree_expressway_studio_american_chalet_in_murree_on_2_5_years_easy_installments-54104356-342-1.html
38 Lakh,2.4,Marla,Islamabad,"D-17, Islamabad12.4 Marla",House,Bathrooms: 1,Drawing Room,2019,Lobby in Building,,,1,,https://www.zameen.com/Property/islamabad_d-17_corner_studio_flat_for_sale_in_d17_islamabad-54225627-737-1.html
50 Lakh,3.8,Marla,Islamabad,"D-17, Islamabad223.8 Marla",House,2,Kitchens: 1,2018,,,,1,,https://www.zameen.com/Property/islamabad_d-17_2_bed_apartment_for_sale_in_d17_2_islamabad-54298544-737-1.html
11.2 Crore,1,Kanal,Islamabad,,House,Bathrooms: 6,Servant Quarters: 2,2024,3,1,1,1,1,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_brand_new_designer_house_for_sale_in_dha_phase_2-53026818-339-1.html
10.9 Crore,1,Kanal,Islamabad,,House,Bathrooms: 7,Servant Quarters: 2,2026,5,2,2,2,,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_brand_new_corner_house_for_sale_in_prime_location_of_dha_2-54320362-339-1.html
1.45 Crore,10,Marla,Islamabad,,House,,,,,,,,,https://www.zameen.com/Property/e_11_2_khudadad_heights_buying_a_flat_in_khudadad_heights_islamabad-53912686-11524-1.html
12.5 Crore,10.9,Marla,Islamabad,,House,Bathrooms: 8,Servant Quarters: 1,2024,2,1,1,2,,https://www.zameen.com/Property/e_11_e-11_2_get_an_attractive_on_excellent_location_house_in_islamabad-54225351-3233-1.html
6.75 Crore,7,Marla,Islamabad,G-13,House,,,,,,,2,2,https://www.zameen.com/Property/islamabad_g-13_g-13_30x60_brand_new_double_story_house_available_for_sale-54367633-330-1.html
6.25 Crore,7,Marla,Islamabad,G-13,House,Bathrooms: 7,Servant Quarters: 1,2024,2,1,2,2,,https://www.zameen.com/Property/islamabad_g-13_30_60_8_marla_house_available_for_sale_in_g13_rent_value_2_25_lakh-54367614-330-1.html
13.7 Crore,1,Kanal,Islamabad,,House,Bathrooms: 8,Servant Quarters: 2,2025,2,2,2,2,,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_dha_phase_2_luxury_move-in_ready_1_kanal_designer_home-53730154-339-1.html
8.5 Crore,1,Kanal,Islamabad,,House,Bathrooms: 4,Servant Quarters: 1,2024,2,1,1,1,,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_experience_elite_living_designer_1_kanal_home_in_dha_defence_phase_2-53730153-339-1.html
12.2 Crore,1,Kanal,Islamabad,,House,Bathrooms: 1,Servant Quarters: 2,2026,1,2,2,1,,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_modern_house_for_sale_dha_phase_2_islamabad-53202174-339-1.html
4.35 Crore,4,Marla,Islamabad,G-13,House,,,,,,,2,,https://www.zameen.com/Property/islamabad_g-13_g-13_25_40_brand_new_house_available_for_sale-54349460-330-1.html
58 Lakh,2.7,Marla,Islamabad,,House,1,Drawing Room,2024,1,,,1,,https://www.zameen.com/Property/bahria_town_bahria_enclave_1_bedroom_apartment_for_sale_sector_h_bahria_enclave_islamabad_600_sft_4th_floor_lift_installed_bahria_transfer_good_rental_value_family_building_demand_58_lack_contact_us-54367587-1705-1.html
6.5 Crore,7.3,Marla,Islamabad,"Karakoram Diplomatic Enclave, Islamabad227.3 Marla",House,2,Servant Quarters,2018,2,Drawing Room,1,1,,https://www.zameen.com/Property/islamabad_karakoram_diplomatic_enclave_two_bedrooms_luxury_apartment_available_for_sale_in_karakoram_diplomatic_enclave-53667328-9063-1.html
4.35 Crore,8,Marla,Islamabad,,House,Bathrooms: 4,Servant Quarters,2024,Double Glazed Windows,Drawing Room,Steam Room,2,,https://www.zameen.com/Property/bahria_town_bahria_enclave_brand_new_8_marla_house_with_back_open-52222830-1705-1.html
13.8 Crore,1,Kanal,Islamabad,,House,,,,,,,,,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_corner_house_for_sale_in_dha_2_islamabad_capital-54283274-339-1.html
12.5 Crore,12,Marla,Islamabad,,House,Bathrooms: 9,Servant Quarters: 1,2025,4,1,1,3,,https://www.zameen.com/Property/g_10_g-10_2_triple_storey_proper_basement_new_house_for_sale_in_g10_2-52869229-3325-1.html
12.25 Crore,10,Marla,Islamabad,D-12,House,Bathrooms: 8,Servant Quarters: 1,2026,3,3,Steam Room,3,,https://www.zameen.com/Property/islamabad_d-12_d-12_1_3storey_brand_new_house_for_sale-54159433-160-1.html
5.5 Crore,10,Marla,Islamabad,Top City 1,House,Bathrooms: 6,Servant Quarters: 1,2026,,1,,2,,https://www.zameen.com/Property/islamabad_top_city_1_topcity-1_10_marla_designer_corner_house_for_sale-54159246-1383-1.html
5.25 Crore,10,Marla,Islamabad,Top City 1,House,Bathrooms: 3,Servant Quarters: 1,2000,Double Glazed Windows,1,1,1,,https://www.zameen.com/Property/islamabad_top_city_1_topcity-1_10_marla_designer_house_for_sale-54199875-1383-1.html
7.3 Crore,10,Marla,Islamabad,,House,Bathrooms: 4,Servant Quarters: 1,2019,2,1,1,1,,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_10_marla_house_for_sale_in_sector_c_dha2_islamabad-54252851-339-1.html
3.8 Crore,7.8,Marla,Islamabad,"E-11, Islamabad227.8 Marla",House,Bathrooms: 2,Drawing Room,2021,1,,,1,,https://www.zameen.com/Property/islamabad_e-11_veranda_tower_front_facing_twobedrooms_apartment_is_avilble_for_sale-54358522-329-1.html
2.99 Crore,8,Marla,Islamabad,,House,Bathrooms: 6,Servant Quarters,2026,2,Drawing Room,,2,,https://www.zameen.com/Property/jinnah_gardens_jinnah_gardens_phase_1_8_marla_brand_new_house_for_sale_on_reasonable_price-54297359-1421-1.html
4.4 Crore,4.4,Marla,Islamabad,,House,,,,,1,1,02,,https://www.zameen.com/Property/d_12_d-12_4_buy_a_house_of_1000_square_feet_in_d-12_4-54118458-3157-1.html
85 Lakh,2.2,Marla,Islamabad,,House,Bathrooms: 6,Servant Quarters: 1,2021,1,1,1,1,,https://www.zameen.com/Property/dha_defence_dha_defence_phase_7_ready_to_buy_a_flat_in_dha_defence_phase_7_islamabad-53735611-22460-1.html
8.25 Crore,10,Marla,Islamabad,,House,Bathrooms: 7,Servant Quarters: 1,2026,3,1,1,2,2,https://www.zameen.com/Property/g_14_g-14_4_10_marla_brand_new_luxury_house_for_sale_in_g-14_4_islamabad-54364730-3346-1.html
4.5 Crore,10,Marla,Islamabad,,House,Bathrooms: 6,Servant Quarters: 2,2024,1,2,1,2,,https://www.zameen.com/Property/b_17_mpchs_-_multi_gardens_buying_a_house_in_islamabad-53904304-3115-1.html
3.4 Crore,8,Marla,Islamabad,,House,,,,,,,,,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_e_house_sized_1800_square_feet_available_in_mpchs_-_block_e-54076364-3120-1.html
2.6 Crore,5,Marla,Islamabad,,House,,,,,,,,2,https://www.zameen.com/Property/b_17_mpchs_-_multi_gardens_your_ideal_corner_5_marla_house_has_just_become_available_in_mpchs_-_multi_gardens-54171080-3115-1.html
4.8 Crore,10,Marla,Islamabad,,House,Bathrooms: 6,Servant Quarters,2026,Double Glazed Windows,Drawing Room,Other Rooms,2,,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c1_brand_new_10_marla_house_sector_c1_bahria_enclave_islamabad_investor_price_480_lac-54365793-11987-1.html
3.25 Crore,8.9,Marla,Islamabad,,House,Bathrooms: 2,Servant Quarters: 1,2015,1,1,1,1,,https://www.zameen.com/Property/g_11_g-11_3_warda_hamna_1995_sq_feet_corner_apartment_for_sale-54101080-3332-1.html
2.7 Crore,5,Marla,Islamabad,,House,Bathrooms: 4,Servant Quarters,2016,1,Drawing Room,,2,,https://www.zameen.com/Property/b_17_faisal_margalla_city_5_marla_beautiful_home_for_sale-54191728-13424-1.html
6.5 Crore,10,Marla,Islamabad,Top City 1,House,Bathrooms: 5,Servant Quarters: 2,2025,1,2,1,1,,https://www.zameen.com/Property/islamabad_top_city_1_corner_10_marla_house_up_for_sale_in_top_city_1-54113504-1383-1.html
5.15 Crore,10,Marla,Islamabad,,House,Bathrooms: 5,Servant Quarters: 1,,,1,,1,,https://www.zameen.com/Property/top_city_1_top_city_1_-_block_a_affordable_house_for_sale_in_top_city_1_-_block_a-54104544-9231-1.html
4.95 Crore,10,Marla,Islamabad,Top City 1,House,Bathrooms: 7,Servant Quarters: 1,2025,2,1,1,1,,https://www.zameen.com/Property/islamabad_top_city_1_your_dream_brand_new_10_marla_house_is_available_in_top_city_1-54003440-1383-1.html
5.15 Crore,10,Marla,Islamabad,,House,,,,,,,1,,https://www.zameen.com/Property/top_city_1_top_city_1_-_block_a_your_dream_brand_new_10_marla_house_is_available_in_top_city_1_-_block_a-54003441-9231-1.html
4.2 Crore,4,Marla,Islamabad,D-12,House,Bathrooms: 4,Servant Quarters: 1,2026,1,1,,2,,https://www.zameen.com/Property/islamabad_d-12_brand_new_house_for_sale_investor_price-54142327-160-1.html
11.7 Crore,16,Marla,Islamabad,E-11,House,Bathrooms: 5,Servant Quarters: 1,,4,1,Steam Room,2,,https://www.zameen.com/Property/islamabad_e-11_beautiful_location_like_brand_new_house_for_sale-54141381-329-1.html
30 Crore,2,Kanal,Islamabad,,House,Bathrooms: 8,Servant Quarters: 2,2026,5,2,2,2,,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_2_kanal_ultra_luxury_house_for_sale_in_dha_phase_2_islamabad-54093999-339-1.html
12.9 Crore,1,Kanal,Islamabad,"DHA Phase 2 Islamabad
 One Kanal De...more",House,Bathrooms: 6,Servant Quarters,2026,3,Drawing Room,Steam Room,Study Room,,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_dha_phase_2_islamabad_one_kanal_designer_house_sale_ideal_location-54282008-339-1.html
4.6 Crore,6,Marla,Islamabad,I-11,House,Bathrooms: 5,Servant Quarters: 1,2024,1,1,1,2,,https://www.zameen.com/Property/islamabad_i-11_brand_new_double_story_house_is_available_for_sale-53926668-706-1.html
60.9 Lakh,1.9,Marla,Islamabad,,House,1,Drawing Room,2030,Lobby in Building,,Other Rooms,1,,https://www.zameen.com/Property/top_city_1_top_city_1_-_block_d_buy_1_bed_apartment_in_top_city_islamabad_without_downpayment_with_125_000_equal_monthly_installment-54154070-9233-1.html
5.2 Crore,5,Marla,Islamabad,G-11,House,Bathrooms: 6,Servant Quarters: 1,2022,1,1,1,2,,https://www.zameen.com/Property/islamabad_g-11_5_marla_house_new_house_for_sale_g-11_islamabad_all_facility_available_cda_pproved-54272730-168-1.html
8.5 Crore,17,Marla,Islamabad,,House,Bathrooms: 6,Servant Quarters: 1,2026,1,1,,1,2,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_b_17_marla_designer_house_for_sale-54358394-3117-1.html
4.65 Crore,8,Marla,Islamabad,,House,7,,,,,,2,,https://www.zameen.com/Property/dha_defence_dha_defence_phase_1_8_marla_specious_house_for_sale_in_prime_location_dha_phase_1_sector_a_completion_2022-54099171-376-1.html
12.5 Crore,14.2,Marla,Islamabad,"G-14, Islamabad7614.2 Marla",House,Bathrooms: 7,6,2024,3,1,1,2,,https://www.zameen.com/Property/islamabad_g-14_g-14_brand_new_size_356_yards_architect_design_double_story_house_6_master_bedrooms_attached_stylish_6_bathrooms_2_d_d_2_tv_lounge_american_style_kitchen_reasonable_price-50616302-454-1.html
12.5 Crore,14.2,Marla,Islamabad,"G-13, Islamabad6614.2 Marla",House,Bathrooms: 8,6,2026,4,1,1,2,,https://www.zameen.com/Property/islamabad_g-13_g-13_brand_new_size_40x80_architect_designer_double_storey_house_6_master_bedrooms_attached_stylish_6_bathrooms_2_d_d_2_tv_lounge_american_style_kitchen_sqtr_reasonable_price-54092174-330-1.html
38 Crore,1,Kanal,Islamabad,F-11,House,7,Servant Quarters: 3,2026,3,3,3,2,,https://www.zameen.com/Property/islamabad_f-11_f-11_brand_new_architect_design_owner_build_triple_story_spanish_style_three_side_open_end_corner_house_with_extra_land_beautiful_lush_green_gated_lawan_size_500yd_7bed_d_d_serious_buyers_only_contact_reasonble_price-54082788-163-1.html
8.5 Crore,16.1,Marla,Islamabad,"F-11, Islamabad4516.1 Marla",House,4,Servant Quarters: 2,2023,Lobby in Building,2,1,1,,https://www.zameen.com/Property/islamabad_f-11_f-11_markaz_islamabad_luxury_4_bed_apartment_for_sale-53747922-163-1.html
75 Lakh,3.6,Marla,Islamabad,,House,,,,Lobby in Building,1,,,,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_804_sq_ft_apartment_with_30k_rental_income_dha_phase_2_islamabad-54099253-339-1.html
2.7 Crore,5,Marla,Islamabad,B-17,House,,,,,,,,,https://www.zameen.com/Property/islamabad_b-17_get_an_attractive_house_in_b-17_under_rs_27000000-54302665-616-1.html
4.25 Crore,12.2,Marla,Islamabad,"F-11, Islamabad3312.2 Marla",House,3,Servant Quarters: 11,2015,2,11,,1,,https://www.zameen.com/Property/islamabad_f-11_f11_3_bedrooms_attach_bath_tv_lounge_kitchen_drawing_dining_apartment_available_for_sale-54365732-163-1.html
3.47 Crore,4,Marla,Islamabad,,House,Bathrooms: 4,Servant Quarters: 1,2017,1,1,,2,,https://www.zameen.com/Property/g_13_g-13_1_25x40_4_marla_house_for_sale_g-13_1-54245581-3337-1.html
3.9 Crore,4,Marla,Islamabad,G-13,House,Bathrooms: 5,Servant Quarters: 1,2017,Central Air Conditioning,1,,Study Room,,https://www.zameen.com/Property/islamabad_g-13_4_marla_brand_new_house_for_sale-54240832-330-1.html
2 Crore,5,Marla,Islamabad,Airline Avenue,House,Bathrooms: 5,Servant Quarters,2025,1,Drawing Room,Steam Room,2,,https://www.zameen.com/Property/islamabad_airline_avenue_5_marla_a_constructed_house_for_sale-54193396-8473-1.html
13 Crore,16,Marla,Islamabad,E-11,House,Bathrooms: 9,Servant Quarters: 3,,4,3,,3,,https://www.zameen.com/Property/islamabad_e-11_beautiful_location_2_side_corner_house_for_sale-54141315-329-1.html
7.5 Crore,8,Marla,Islamabad,E-11,House,5,Servant Quarters: 1,,2,1,,2,,https://www.zameen.com/Property/islamabad_e-11_beautiful_location_like_brand_new_house_for_sale-54141145-329-1.html
8.7 Crore,16,Marla,Islamabad,E-11,House,Bathrooms: 4,Servant Quarters: 2,,3,2,,3,,https://www.zameen.com/Property/islamabad_e-11_beautiful_location_like_brand_new_house_for_sale-54141109-329-1.html
17 Crore,1,Kanal,Islamabad,E-11,House,Bathrooms: 9,Servant Quarters: 2,,3,2,,2,,https://www.zameen.com/Property/islamabad_e-11_beautiful_location_like_brand_new_house_for_sale-54141045-329-1.html
13.5 Crore,1,Kanal,Islamabad,E-11,House,Bathrooms: 5,Servant Quarters: 1,,4,1,Lounge or Sitting Room,2,,https://www.zameen.com/Property/islamabad_e-11_most_beautiful_location_house_for_sale-54147249-329-1.html
9.75 Crore,8,Marla,Islamabad,D-12,House,Bathrooms: 8,Servant Quarters: 1,2026,1,1,,2,,https://www.zameen.com/Property/islamabad_d-12_beautiful_location_brand_new_house_for_sale-54156934-160-1.html
4.5 Crore,6,Marla,Islamabad,E-11,House,Bathrooms: 5,Servant Quarters: 1,,2,1,1,2,,https://www.zameen.com/Property/islamabad_e-11_beautiful_location_like_brand_new_house_for_sale-54157089-329-1.html
25 Crore,1.2,Kanal,Islamabad,,House,Bathrooms: 9,Servant Quarters: 2,,6,2,Lounge or Sitting Room,2,,https://www.zameen.com/Property/d_12_d-12_3_beautiful_location_like_brand_new_house_for_sale-54158562-3156-1.html
4.8 Crore,10,Marla,Islamabad,,House,Bathrooms: 6,Servant Quarters: 1,,,1,1,2,,https://www.zameen.com/Property/top_city_1_top_city_1_-_block_a_10_marla_brand_new_house_for_sale_in_topcity-1_islamabad-53584286-9231-1.html
4.1 Crore,10,Marla,Islamabad,Mumtaz City,House,Bathrooms: 6,Servant Quarters: 1,2021,3,1,1,02,01,https://www.zameen.com/Property/islamabad_mumtaz_city_10_marla_main_double_road_house_for_sale_in_mumtaz_city-1-53622328-3464-1.html
13.8 Crore,1,Kanal,Islamabad,,House,Bathrooms: 6,Servant Quarters: 2,2026,2,2,1,2,,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_luxury_house_for_sale_in_dha_phase_2_islamabad-54189374-339-1.html
11.5 Crore,10,Marla,Islamabad,,House,Bathrooms: 8,Servant Quarters: 2,,4,2,1,2,,https://www.zameen.com/Property/d_12_d-12_2_10_marla_luxury_brand_new_park_face_house_available_for_sale-52432761-3155-1.html
3.9 Crore,4.4,Marla,Islamabad,,House,Bathrooms: 3,Servant Quarters: 1,2022,1,1,1,1,,https://www.zameen.com/Property/d_12_d-12_3_4_44_marla_luxury_single-unit_house_for_sale_cda_sector_d-12_3_investor_rate-53609992-3156-1.html
19.5 Crore,1.3,Kanal,Islamabad,,House,6,Servant Quarters: 2,2026,6,2,2,2,,https://www.zameen.com/Property/g_14_g-14_4_g-14_4_brand_new_architect_design_owner_build_double_storey_spanish_style_house_size_666yd_location_comlete_imported_fitting_and_fixtures_6_bedrooms_attached_stylish_bathrooms_with_jacuzzi_tub_d_d_2_amercan_kitchen_powder_room_2_sqtr_reasonable_price-54082758-3346-1.html
16 Crore,2.5,Kanal,Islamabad,,House,Bathrooms: 4,Servant Quarters: 1,2025,4,2,1,1,,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_c_2_5_kanal_luxury_designer_house_for_sale_prime_location_15_kva_solar_near_park_mosque-54042967-8402-1.html
3.2 Crore,5,Marla,Islamabad,,House,Bathrooms,Servant Quarters,,Double Glazed Windows,Drawing Room,,1,,https://www.zameen.com/Property/gulberg_residencia_gulberg_residencia_-_block_c_5_marla_corner_double_storey_house_for_sale-53889921-9114-1.html
2.98 Crore,10,Marla,Islamabad,Bani Gala,House,3,Servant Quarters: 1,1990,2,1,1,1,,https://www.zameen.com/Property/islamabad_bani_gala_10_marla_1_5_storey_house_for_sale-54301383-340-1.html
5.5 Crore,14.2,Marla,Islamabad,,House,Bathrooms: 6,Drawing Room,,,,,,,https://www.zameen.com/Property/cbr_town_cbr_town_phase_1_12_marla_fresh_house_in_cbr_town_phase_1_block_c_near_isb_express_highway-54357498-3147-1.html
4.4 Crore,4.4,Marla,Islamabad,,House,Bathrooms: 4,Servant Quarters: 1,4400,2,1,1,02,,https://www.zameen.com/Property/d_12_d-12_4_get_this_amazing_1000_square_feet_house_available_in_d-12_4-54118456-3157-1.html
8.5 Crore,1,Kanal,Islamabad,,House,Bathrooms: 6,Servant Quarters: 1,,3,1,,,,https://www.zameen.com/Property/naval_anchorage_naval_anchorage_-_block_e_1_kanal_6-bedroom_modern_residence_block_e_naval_anchorage_islamabad-54161109-3471-1.html
3.22 Crore,8.9,Marla,Islamabad,,House,Bathrooms: 2,Servant Quarters: 1,2027,2,1,,1,,https://www.zameen.com/Property/b_17_j7_emporium_ideally_located_two_bed_apartment_2bhk_in_j7_emporium-54055149-17263-1.html
1.28 Crore,3.3,Marla,Islamabad,,House,Bathrooms: 1,Dining Room,2027,1,,,1,,https://www.zameen.com/Property/b_17_j7_emporium_smart_studio_above_mega_mall_j7_emporium_islamabad_25_down_easy_instalments-54220023-17263-1.html
1 Crore,2.3,Marla,Islamabad,,House,Bathrooms: 1,Dining Room,2020,1,,,1,,https://www.zameen.com/Property/gulberg_greens_smama_star_mall_residency_samama_mall_residency_gulberg_greens_islamabad-54231741-11278-1.html
3.75 Crore,7,Marla,Islamabad,,House,Bathrooms: 6,Servant Quarters: 1,,2,1,1,2,2,https://www.zameen.com/Property/fechs_jinnah_gardens_7_marla_brand_new_house_for_sale-54028738-1420-1.html
3.65 Crore,15,Marla,Islamabad,,House,Bathrooms: 5,Servant Quarters: 1,2018,2,1,1,1,,https://www.zameen.com/Property/soan_garden_soan_garden_-_block_h_luxury_15_marla_new_designer_house_for_sale-54241585-3498-1.html
11.75 Crore,10,Marla,Islamabad,D-12,House,Bathrooms: 5,Servant Quarters: 1,2026,4,1,1,2,,https://www.zameen.com/Property/islamabad_d-12_beautiful_location_modern_luxury_house_for_sale-54186017-160-1.html
20 Crore,1,Kanal,Islamabad,E-11,House,Bathrooms: 8,Servant Quarters: 2,,3,2,1,2,,https://www.zameen.com/Property/islamabad_e-11_beautiful_location_park_face_house_for_sale-54225586-329-1.html
25 Crore,1.3,Kanal,Islamabad,"F-11, Islamabad551.3 Kanal",House,Bathrooms: 5,Servant Quarters: 1,,4,1,Lounge or Sitting Room,1,,https://www.zameen.com/Property/islamabad_f-11_beautiful_location_house_for_sale-54237300-163-1.html
18 Crore,1,Kanal,Islamabad,F-11,House,Bathrooms: 4,Servant Quarters: 1,,3,1,Lounge or Sitting Room,2,,https://www.zameen.com/Property/islamabad_f-11_beautiful_location_corner_house_for_sale-54237337-163-1.html
